"","X","...1","id","scientificName","kingdom","vernacularName","individualCount","longitudeDecimal","latitudeDecimal","country","stateProvince","eventDate","eventTime"
"1099",1099,1099,"87630505@OBS","Circus aeruginosus","Animalia","Western Marsh Harrier",1,23.8073730469,52.720074267,"Poland",NA,"2014-05-06",NA
"1100",1100,1100,"87630488@OBS","Anas platyrhynchos","Animalia","Mallard",1,23.8073730469,52.720074267,"Poland",NA,"2014-05-06",NA
"1101",1101,1101,"87630482@OBS","Ciconia ciconia","Animalia","White Stork",1,23.8073730469,52.720074267,"Poland",NA,"2014-05-06",NA
"1102",1102,1102,"87529740@OBS","Castor fiber","Animalia","Eurasian Beaver",1,23.85,52.65,"Poland",NA,"2014-05-05",NA
"1103",1103,1103,"87529734@OBS","Bufo bufo","Animalia","Common Toad",1,23.8728404045,52.6905283119,"Poland",NA,"2014-05-05",NA
"1104",1104,1104,"87529731@OBS","Pelophylax spec.","Animalia","Green Frog spec.",1,23.8728404045,52.6905283119,"Poland",NA,"2014-05-05",NA
"1105",1105,1105,"87529717@OBS","Cervus elaphus","Animalia","Red Deer",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1106",1106,1106,"87529708@OBS","Actitis hypoleucos","Animalia","Common Sandpiper",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1107",1107,1107,"87529701@OBS","Sciurus vulgaris","Animalia","Eurasian Red Squirrel",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1108",1108,1108,"87529700@OBS","Corvus corax","Animalia","Northern Raven",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1109",1109,1109,"87529698@OBS","Garrulus glandarius","Animalia","Eurasian Jay",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1110",1110,1110,"87529695@OBS","Oriolus oriolus","Animalia","Eurasian Golden Oriole",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1111",1111,1111,"87529693@OBS","Sturnus vulgaris","Animalia","Common Starling",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1112",1112,1112,"87529690@OBS","Passer domesticus","Animalia","House Sparrow",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1113",1113,1113,"87529688@OBS","Coccothraustes coccothraustes","Animalia","Hawfinch",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1114",1114,1114,"87529687@OBS","Carduelis carduelis","Animalia","European Goldfinch",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1115",1115,1115,"87529686@OBS","Chloris chloris","Animalia","European Greenfinch",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1116",1116,1116,"87529683@OBS","Serinus serinus","Animalia","European Serin",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1117",1117,1117,"87529681@OBS","Fringilla coelebs","Animalia","Common Chaffinch",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1118",1118,1118,"87529680@OBS","Emberiza citrinella","Animalia","Yellowhammer",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1119",1119,1119,"87529679@OBS","Certhia familiaris","Animalia","Eurasian Treecreeper",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1120",1120,1120,"87529674@OBS","Sitta europaea","Animalia","Eurasian Nuthatch",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1121",1121,1121,"87529673@OBS","Cyanistes caeruleus","Animalia","Eurasian Blue Tit",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1122",1122,1122,"87529670@OBS","Parus major","Animalia","Great Tit",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1123",1123,1123,"87529667@OBS","Poecile palustris","Animalia","Marsh Tit",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1124",1124,1124,"87529664@OBS","Ficedula albicollis","Animalia","Collared Flycatcher",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1125",1125,1125,"87529662@OBS","Ficedula hypoleuca","Animalia","European Pied Flycatcher",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1126",1126,1126,"87529660@OBS","Muscicapa striata","Animalia","Spotted Flycatcher",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1127",1127,1127,"87529659@OBS","Regulus regulus","Animalia","Goldcrest",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1128",1128,1128,"87529658@OBS","Sylvia nisoria","Animalia","Barred Warbler",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1129",1129,1129,"87529656@OBS","Sylvia curruca","Animalia","Lesser Whitethroat",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1130",1130,1130,"87529653@OBS","Sylvia communis","Animalia","Common Whitethroat",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1131",1131,1131,"87529649@OBS","Sylvia atricapilla","Animalia","Eurasian Blackcap",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1132",1132,1132,"87529648@OBS","Phylloscopus sibilatrix","Animalia","Wood Warbler",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1133",1133,1133,"87529646@OBS","Phylloscopus collybita","Animalia","Common Chiffchaff",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1134",1134,1134,"87529645@OBS","Acrocephalus arundinaceus","Animalia","Great Reed Warbler",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1135",1135,1135,"87529644@OBS","Turdus philomelos","Animalia","Song Thrush",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1136",1136,1136,"87529643@OBS","Turdus pilaris","Animalia","Fieldfare",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1137",1137,1137,"87529639@OBS","Turdus merula","Animalia","Common Blackbird",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1138",1138,1138,"87529638@OBS","Saxicola rubetra","Animalia","Whinchat",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1139",1139,1139,"87529636@OBS","Phoenicurus ochruros","Animalia","Black Redstart",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1140",1140,1140,"87529634@OBS","Luscinia luscinia","Animalia","Thrush Nightingale",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1141",1141,1141,"87529632@OBS","Erithacus rubecula","Animalia","European Robin",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1142",1142,1142,"87529631@OBS","Troglodytes troglodytes","Animalia","Eurasian Wren",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1143",1143,1143,"87529630@OBS","Lanius excubitor","Animalia","Great Grey Shrike",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1144",1144,1144,"87529628@OBS","Lanius collurio","Animalia","Red-backed Shrike",1,23.8570475578,52.7030122119,"Poland",NA,"2014-05-05",NA
"1145",1145,1145,"87529624@OBS","Anthus trivialis","Animalia","Tree Pipit",1,23.8687205315,52.7005157175,"Poland",NA,"2014-05-05",NA
"1146",1146,1146,"87529622@OBS","Motacilla alba","Animalia","White Wagtail",1,23.8687205315,52.7005157175,"Poland",NA,"2014-05-05",NA
"1147",1147,1147,"87529621@OBS","Delichon urbicum","Animalia","Common House Martin",1,23.8687205315,52.7005157175,"Poland",NA,"2014-05-05",NA
"1148",1148,1148,"87529618@OBS","Hirundo rustica","Animalia","Barn Swallow",1,23.8687205315,52.7005157175,"Poland",NA,"2014-05-05",NA
"1149",1149,1149,"87529617@OBS","Dryocopus martius","Animalia","Black Woodpecker",1,23.8543009758,52.745015103,"Poland",NA,"2014-05-05",NA
"1150",1150,1150,"87529615@OBS","Dendrocopos major","Animalia","Great Spotted Woodpecker",1,23.8543009758,52.745015103,"Poland",NA,"2014-05-05",NA
"1151",1151,1151,"87529609@OBS","Jynx torquilla","Animalia","Eurasian Wryneck",1,23.8563609123,52.7096688321,"Poland",NA,"2014-05-05",NA
"1152",1152,1152,"87529607@OBS","Cuculus canorus","Animalia","Common Cuckoo",1,23.8563609123,52.7096688321,"Poland",NA,"2014-05-05",NA
"1153",1153,1153,"87529604@OBS","Columba palumbus","Animalia","Common Wood Pigeon",1,23.8563609123,52.7096688321,"Poland",NA,"2014-05-05",NA
"1154",1154,1154,"87529602@OBS","Grus grus","Animalia","Common Crane",1,23.8563609123,52.7096688321,"Poland",NA,"2014-05-05",NA
"1155",1155,1155,"87529600@OBS","Clanga pomarina","Animalia","Lesser Spotted Eagle",1,23.8563609123,52.7096688321,"Poland",NA,"2014-05-05",NA
"1156",1156,1156,"87529598@OBS","Buteo buteo","Animalia","Common Buzzard",1,23.8563609123,52.7096688321,"Poland",NA,"2014-05-05",NA
"1157",1157,1157,"87529595@OBS","Circus aeruginosus","Animalia","Western Marsh Harrier",1,23.8563609123,52.7096688321,"Poland",NA,"2014-05-05",NA
"1158",1158,1158,"87529591@OBS","Anas platyrhynchos","Animalia","Mallard",1,23.8563609123,52.7096688321,"Poland",NA,"2014-05-05",NA
"1159",1159,1159,"87529589@OBS","Ciconia ciconia","Animalia","White Stork",1,23.8563609123,52.7096688321,"Poland",NA,"2014-05-05",NA
"1160",1160,1160,"87494789@OBS","Lanius collurio","Animalia","Red-backed Shrike",1,22.6477441192,53.4842144318,"Poland",NA,"2014-07-12",NA
"1161",1161,1161,"87494782@OBS","Acrocephalus arundinaceus","Animalia","Great Reed Warbler",1,22.636070475,53.4827849607,"Poland",NA,"2014-07-12",NA
"1162",1162,1162,"87494640@OBS","Coenonympha tullia","Animalia","Large Heath",1,22.55,53.3,"Poland",NA,"2014-07-11",NA
"1163",1163,1163,"87494638@OBS","Acrocephalus paludicola","Animalia","Aquatic Warbler",1,22.5797011703,53.3484120517,"Poland",NA,"2014-07-11",NA
"1164",1164,1164,"87493716@OBS","Lycaena virgaureae","Animalia","Scarce Copper",1,22.55,53.35,"Poland",NA,"2014-07-11",NA
"1165",1165,1165,"87493715@OBS","Araschnia levana","Animalia","Map Butterfly",1,22.5770477951,53.3734206911,"Poland",NA,"2014-07-11",NA
"1166",1166,1166,"87493700@OBS","Aphantopus hyperantus","Animalia","Ringlet",1,22.5765904784,53.3731898618,"Poland",NA,"2014-07-11",NA
"1167",1167,1167,"87493697@OBS","Thymelicus lineola","Animalia","Essex Skipper",1,22.5765904784,53.3731898618,"Poland",NA,"2014-07-11",NA
"1168",1168,1168,"87493685@OBS","Lycaena alciphron","Animalia","Purple-shot Copper",1,22.5765904784,53.3731898618,"Poland",NA,"2014-07-11",NA
"1169",1169,1169,"87493682@OBS","Melanargia galathea","Animalia","Marbled White",1,22.5765904784,53.3731898618,"Poland",NA,"2014-07-11",NA
"1170",1170,1170,"87493680@OBS","Argynnis paphia","Animalia","Silver-washed Fritillary",7,22.5765904784,53.3731898618,"Poland",NA,"2014-07-11",NA
"1171",1171,1171,"87493610@OBS","Acrocephalus paludicola","Animalia","Aquatic Warbler",1,22.5587376952,53.3716024267,"Poland",NA,"2014-07-11",NA
"1172",1172,1172,"87493608@OBS","Saxicola rubetra","Animalia","Whinchat",1,22.5653466582,53.3728314139,"Poland",NA,"2014-07-11",NA
"1173",1173,1173,"87493605@OBS","Ciconia nigra","Animalia","Black Stork",1,22.5647458434,53.3759037267,"Poland",NA,"2014-07-11",NA
"1174",1174,1174,"87493576@OBS","Oriolus oriolus","Animalia","Eurasian Golden Oriole",1,22.5807988644,53.3736995248,"Poland",NA,"2014-07-11",NA
"1175",1175,1175,"87475246@OBS","Strix aluco","Animalia","Tawny Owl",1,22.9804231972,53.8235061751,"Poland",NA,"2014-07-29","23:00:00"
"1176",1176,1176,"87472427@OBS","Apus apus","Animalia","Common Swift",1,19.93651158,50.06187232,"Poland",NA,"2014-08-19","12:33:00"
"1177",1177,1177,"87471620@OBS","Sciurus vulgaris","Animalia","Eurasian Red Squirrel",1,23.8763809204,52.6911590946,"Poland",NA,"2014-05-04",NA
"1178",1178,1178,"87471616@OBS","Vulpes vulpes","Animalia","Red Fox",1,23.85,52.65,"Poland",NA,"2014-05-04",NA
"1179",1179,1179,"87471609@OBS","Capreolus capreolus","Animalia","European Roe Deer",1,23.8763809204,52.6911590946,"Poland",NA,"2014-05-04",NA
"1180",1180,1180,"87471605@OBS","Picus viridis","Animalia","European Green Woodpecker",1,23.8763809204,52.6911590946,"Poland",NA,"2014-05-04",NA
"1181",1181,1181,"87471597@OBS","Corvus corax","Animalia","Northern Raven",1,23.8763809204,52.6911590946,"Poland",NA,"2014-05-04",NA
"1182",1182,1182,"87471565@OBS","Pica pica","Animalia","Eurasian Magpie",1,23.8763809204,52.6911590946,"Poland",NA,"2014-05-04",NA
"1183",1183,1183,"87471558@OBS","Garrulus glandarius","Animalia","Eurasian Jay",1,23.8763809204,52.6911590946,"Poland",NA,"2014-05-04",NA
"1184",1184,1184,"87471552@OBS","Sturnus vulgaris","Animalia","Common Starling",1,23.8763809204,52.6911590946,"Poland",NA,"2014-05-04",NA
"1185",1185,1185,"87471544@OBS","Passer montanus","Animalia","Eurasian Tree Sparrow",1,23.8763809204,52.6911590946,"Poland",NA,"2014-05-04",NA
"1186",1186,1186,"87471535@OBS","Passer domesticus","Animalia","House Sparrow",1,23.8763809204,52.6911590946,"Poland",NA,"2014-05-04",NA
"1187",1187,1187,"87471525@OBS","Linaria cannabina","Animalia","Common Linnet",1,23.8763809204,52.6911590946,"Poland",NA,"2014-05-04",NA
"1188",1188,1188,"87471521@OBS","Carduelis carduelis","Animalia","European Goldfinch",1,23.8763809204,52.6911590946,"Poland",NA,"2014-05-04",NA
"1189",1189,1189,"87471510@OBS","Chloris chloris","Animalia","European Greenfinch",1,23.8763809204,52.6911590946,"Poland",NA,"2014-05-04",NA
"1190",1190,1190,"87471498@OBS","Fringilla coelebs","Animalia","Common Chaffinch",1,23.8763809204,52.6911590946,"Poland",NA,"2014-05-04",NA
"1191",1191,1191,"87471490@OBS","Emberiza citrinella","Animalia","Yellowhammer",1,23.8763809204,52.6911590946,"Poland",NA,"2014-05-04",NA
"1192",1192,1192,"87471482@OBS","Parus major","Animalia","Great Tit",1,23.8763809204,52.6911590946,"Poland",NA,"2014-05-04",NA
"1193",1193,1193,"87471473@OBS","Sylvia atricapilla","Animalia","Eurasian Blackcap",1,23.8763809204,52.6911590946,"Poland",NA,"2014-05-04",NA
"1194",1194,1194,"87471467@OBS","Acrocephalus arundinaceus","Animalia","Great Reed Warbler",1,23.8763809204,52.6911590946,"Poland",NA,"2014-05-04",NA
"1195",1195,1195,"87471464@OBS","Turdus philomelos","Animalia","Song Thrush",1,23.8763809204,52.6911590946,"Poland",NA,"2014-05-04",NA
"1196",1196,1196,"87471459@OBS","Turdus pilaris","Animalia","Fieldfare",1,23.8763809204,52.6911590946,"Poland",NA,"2014-05-04",NA
"1197",1197,1197,"87471453@OBS","Phoenicurus phoenicurus","Animalia","Common Redstart",1,23.8763809204,52.6911590946,"Poland",NA,"2014-05-04",NA
"1198",1198,1198,"87471448@OBS","Luscinia luscinia","Animalia","Thrush Nightingale",1,23.8763809204,52.6911590946,"Poland",NA,"2014-05-04",NA
"1199",1199,1199,"87471446@OBS","Motacilla alba","Animalia","White Wagtail",1,23.8763809204,52.6911590946,"Poland",NA,"2014-05-04",NA
"1200",1200,1200,"87471444@OBS","Hirundo rustica","Animalia","Barn Swallow",1,23.8763809204,52.6911590946,"Poland",NA,"2014-05-04",NA
"1201",1201,1201,"87471435@OBS","Streptopelia decaocto","Animalia","Eurasian Collared Dove",1,23.8763809204,52.6911590946,"Poland",NA,"2014-05-04",NA
"1202",1202,1202,"87471429@OBS","Columba palumbus","Animalia","Common Wood Pigeon",1,23.8763809204,52.6911590946,"Poland",NA,"2014-05-04",NA
"1203",1203,1203,"87471422@OBS","Columba livia domestica","Animalia","Feral Pigeon",1,23.8763809204,52.6911590946,"Poland",NA,"2014-05-04",NA
"1204",1204,1204,"87471386@OBS","Circus aeruginosus","Animalia","Western Marsh Harrier",1,23.8763809204,52.6911590946,"Poland",NA,"2014-05-04",NA
"1205",1205,1205,"87471376@OBS","Anas platyrhynchos","Animalia","Mallard",1,23.8763809204,52.6911590946,"Poland",NA,"2014-05-04",NA
"1206",1206,1206,"87471335@OBS","Ardea cinerea","Animalia","Grey Heron",1,23.8763809204,52.6911590946,"Poland",NA,"2014-05-04",NA
"1207",1207,1207,"87471296@OBS","Ciconia ciconia","Animalia","White Stork",1,23.8595581055,52.7042669064,"Poland",NA,"2014-05-04",NA
"1208",1208,1208,"87413255@OBS","Castor fiber","Animalia","Eurasian Beaver",1,23,53.6,"Poland",NA,"2014-07-30","20:01:00"
"1209",1209,1209,"87413183@OBS","Libellula fulva","Animalia","Scarce Chaser",1,22.9441952705,53.6089815228,"Poland",NA,"2014-07-22","12:59:00"
"1210",1210,1210,"87412922@OBS","Cuculus canorus","Animalia","Common Cuckoo",1,22.9676055908,53.5794105354,"Poland",NA,"2014-08-01","09:57:00"
"1211",1211,1211,"87412829@OBS","Gallinago gallinago","Animalia","Common Snipe",1,22.9065799713,53.5566769906,"Poland",NA,"2014-08-01","08:08:00"
"1212",1212,1212,"87412815@OBS","Grus grus","Animalia","Common Crane",2,22.9192399979,53.5691666613,"Poland",NA,"2014-08-01","08:08:00"
"1213",1213,1213,"87412757@OBS","Melanargia galathea","Animalia","Marbled White",1,23.0005645752,53.6213157503,"Poland",NA,"2014-07-31","20:20:00"
"1214",1214,1214,"87412580@OBS","Polyommatus icarus","Animalia","Common Blue",1,23.0007362366,53.6208957585,"Poland",NA,"2014-07-31","19:48:00"
"1215",1215,1215,"87412336@OBS","Boloria selene","Animalia","Small Pearl-bordered Fritillary",1,23,53.6,"Poland",NA,"2014-07-31","19:43:00"
"1216",1216,1216,"87412300@OBS","Polyommatus icarus","Animalia","Common Blue",1,23.0011868477,53.6197248502,"Poland",NA,"2014-07-31","19:33:00"
"1217",1217,1217,"87412260@OBS","Motacilla alba","Animalia","White Wagtail",1,22.9835781455,53.6233345164,"Poland",NA,"2014-07-31","16:58:00"
"1218",1218,1218,"87412236@OBS","Polyommatus icarus","Animalia","Common Blue",1,22.9724013805,53.6194734824,"Poland",NA,"2014-07-31","16:38:00"
"1219",1219,1219,"87412184@OBS","Sympetrum sanguineum","Animalia","Ruddy Darter",5,22.9839724302,53.6218820963,"Poland",NA,"2014-07-31","14:14:00"
"1220",1220,1220,"87412024@OBS","Pieris brassicae","Animalia","Large White",1,22.9836344719,53.6228302316,"Poland",NA,"2014-07-31","14:02:00"
"1221",1221,1221,"87411981@OBS","Vanellus vanellus","Animalia","Northern Lapwing",50,22.9817783833,53.6256808724,"Poland",NA,"2014-07-31","13:18:00"
"1222",1222,1222,"87411945@OBS","Sympetrum pedemontanum","Animalia","Banded Darter",101,23.00116539,53.6198648518,"Poland",NA,"2014-07-30","20:08:00"
"1223",1223,1223,"87411919@OBS","Enallagma cyathigerum","Animalia","Common Bluet",1,23.0037617683,53.6200939443,"Poland",NA,"2014-07-30","19:43:00"
"1224",1224,1224,"87411771@OBS","Ficedula parva","Animalia","Red-breasted Flycatcher",1,23.00319314,53.6205521257,"Poland",NA,"2014-07-30","19:32:00"
"1225",1225,1225,"87411702@OBS","Lestes sponsa","Animalia","Common Spreadwing",1,23.002474308,53.621182117,"Poland",NA,"2014-07-30","19:21:00"
"1226",1226,1226,"87411695@OBS","Sympetrum danae","Animalia","Black Darter",1,23.0022382736,53.6214493832,"Poland",NA,"2014-07-30","19:21:00"
"1227",1227,1227,"87411671@OBS","Lestes virens","Animalia","Small Spreadwing",2,23.0020585656,53.6214955183,"Poland",NA,"2014-07-30","19:14:00"
"1228",1228,1228,"87411659@OBS","Parnassia palustris","Plantae","Grass-of-Parnassus",25,23.0016160011,53.6215575619,"Poland",NA,"2014-07-30","19:12:00"
"1229",1229,1229,"87411627@OBS","Bombina bombina","Animalia","Fire-bellied toad",501,23.001216352,53.62116939,"Poland",NA,"2014-07-30","19:06:00"
"1230",1230,1230,"87411587@OBS","Linaria cannabina","Animalia","Common Linnet",2,22.9837793112,53.6233424703,"Poland",NA,"2014-07-30","14:28:00"
"1231",1231,1231,"87411571@OBS","Lanius collurio","Animalia","Red-backed Shrike",3,22.9797399044,53.6118903831,"Poland",NA,"2014-07-30","14:28:00"
"1232",1232,1232,"87411556@OBS","Sympetrum vulgatum","Animalia","Moustached Darter",1,22.9763066769,53.6110374777,"Poland",NA,"2014-07-30","14:20:00"
"1233",1233,1233,"87411200@OBS","Motacilla flava","Animalia","Western Yellow Wagtail",3,22.9296684265,53.5890915178,"Poland",NA,"2014-07-29","16:47:00"
"1234",1234,1234,"87410629@OBS","Tringa glareola","Animalia","Wood Sandpiper",3,22.9090690613,53.5590732541,"Poland",NA,"2014-07-29","16:37:00"
"1235",1235,1235,"87410605@OBS","Neomys fodiens","Animalia","Eurasian Water Shrew",1,22.55,53.3,"Poland",NA,"2014-07-29","13:25:00"
"1236",1236,1236,"87410578@OBS","Somatochlora flavomaculata","Animalia","Yellow-spotted Emerald",1,22.55,53.3,"Poland",NA,"2014-07-29","13:15:00"
"1237",1237,1237,"87410562@OBS","Nymphalis antiopa","Animalia","Camberwell Beauty",1,22.5646948814,53.3078906254,"Poland",NA,"2014-07-29","13:10:00"
"1238",1238,1238,"87410529@OBS","Somatochlora flavomaculata","Animalia","Yellow-spotted Emerald",5,22.55,53.3,"Poland",NA,"2014-07-29","12:38:00"
"1239",1239,1239,"87410517@OBS","Alces alces","Animalia","Elk",1,22.5664973259,53.3070444129,"Poland",NA,"2014-07-29","12:23:00"
"1240",1240,1240,"87410508@OBS","Cirsium oleraceum","Plantae","Cabbage Thistle",1,22.569630146,53.3085957897,"Poland",NA,"2014-07-29","12:17:00"
"1241",1241,1241,"87410489@OBS","Sympetrum sanguineum","Animalia","Ruddy Darter",1,22.582461834,53.3121727165,"Poland",NA,"2014-07-29","11:54:00"
"1242",1242,1242,"87410348@OBS","Aeshna cyanea","Animalia","Southern Hawker",1,22.5853586197,53.3128008914,"Poland",NA,"2014-07-29","11:47:00"
"1243",1243,1243,"87410328@OBS","Aphantopus hyperantus","Animalia","Ringlet",1,22.593061924,53.3128778101,"Poland",NA,"2014-07-29","11:32:00"
"1244",1244,1244,"87409981@OBS","Motacilla flava","Animalia","Western Yellow Wagtail",7,22.9839751124,53.6233106544,"Poland",NA,"2014-07-28","19:36:00"
"1245",1245,1245,"87409976@OBS","Motacilla alba","Animalia","White Wagtail",1,22.9839751124,53.6233106544,"Poland",NA,"2014-07-28","19:34:00"
"1246",1246,1246,"87409842@OBS","Grus grus","Animalia","Common Crane",2,22.9089832306,53.5599781907,"Poland",NA,"2014-07-28","12:30:00"
"1247",1247,1247,"87409805@OBS","Grus grus","Animalia","Common Crane",2,22.9231882095,53.5921991524,"Poland",NA,"2014-07-28","05:55:00"
"1248",1248,1248,"87409661@OBS","Coenonympha tullia","Animalia","Large Heath",1,22.95,53.6,"Poland",NA,"2014-07-27","19:38:00"
"1249",1249,1249,"87409618@OBS","Grus grus","Animalia","Common Crane",2,22.941942215,53.6215321081,"Poland",NA,"2014-07-27","16:30:00"
"1250",1250,1250,"87409541@OBS","Argynnis paphia","Animalia","Silver-washed Fritillary",1,23.0664557219,54.0255956934,"Poland",NA,"2014-07-27","13:20:00"
"1251",1251,1251,"87409016@OBS","Limenitis camilla","Animalia","White Admiral",1,23.0489087105,54.0147163742,"Poland",NA,"2014-07-27","11:38:00"
"1252",1252,1252,"87408362@OBS","Epidalea calamita","Animalia","Natterjack",1,22.95,53.6,"Poland",NA,"2014-07-26","19:47:00"
"1253",1253,1253,"87408335@OBS","Sympetrum pedemontanum","Animalia","Banded Darter",6,22.9859948158,53.6171029158,"Poland",NA,"2014-07-26","19:31:00"
"1254",1254,1254,"87408260@OBS","Vanellus vanellus","Animalia","Northern Lapwing",1,22.9588508606,53.6184966342,"Poland",NA,"2014-07-26","16:48:00"
"1255",1255,1255,"87408236@OBS","Tringa glareola","Animalia","Wood Sandpiper",11,22.9588508606,53.6184966342,"Poland",NA,"2014-07-26","16:48:00"
"1256",1256,1256,"87408126@OBS","Calidris pugnax","Animalia","Ruff",1,22.9588508606,53.6184966342,"Poland",NA,"2014-07-26","16:48:00"
"1257",1257,1257,"87407406@OBS","Clanga pomarina","Animalia","Lesser Spotted Eagle",1,22.9575634003,53.6291421061,"Poland",NA,"2014-07-26","13:08:00"
"1258",1258,1258,"87407357@OBS","Lanius collurio","Animalia","Red-backed Shrike",3,23.8441944122,52.7109948344,"Poland",NA,"2014-07-25","11:34:00"
"1259",1259,1259,"87407238@OBS","Sympetrum vulgatum","Animalia","Moustached Darter",1,22.9837793112,53.6229177262,"Poland",NA,"2014-07-24","16:52:00"
"1260",1260,1260,"87406998@OBS","Capreolus capreolus","Animalia","European Roe Deer",3,22.9081141949,53.5883591525,"Poland",NA,"2014-07-23","19:43:00"
"1261",1261,1261,"87406976@OBS","Lepus europaeus","Animalia","Brown Hare",1,22.9842031002,53.6216848306,"Poland",NA,"2014-07-23","19:30:00"
"1262",1262,1262,"87406942@OBS","Oedipoda caerulescens","Animalia","Blue Winged Grasshopper",3,22.7574276924,53.2248306731,"Poland",NA,"2014-07-23","14:54:00"
"1263",1263,1263,"87406911@OBS","Lacerta agilis","Animalia","Sand Lizard",3,22.75,53.2,"Poland",NA,"2014-07-23","14:42:00"
"1264",1264,1264,"87406660@OBS","Boloria selene","Animalia","Small Pearl-bordered Fritillary",1,22.55,53.2,"Poland",NA,"2014-07-23","14:00:00"
"1265",1265,1265,"87406593@OBS","Buteo buteo","Animalia","Common Buzzard",1,22.5151062012,53.2238158109,"Poland",NA,"2014-07-23","12:55:00"
"1266",1266,1266,"87405516@OBS","Sciurus vulgaris","Animalia","Eurasian Red Squirrel",1,22.5922358036,53.4460145499,"Poland",NA,"2014-07-23","10:27:00"
"1267",1267,1267,"87405455@OBS","Dendrocopos major","Animalia","Great Spotted Woodpecker",1,22.5913453102,53.4454586267,"Poland",NA,"2014-07-23","10:26:00"
"1268",1268,1268,"87405106@OBS","Lullula arborea","Animalia","Woodlark",1,22.5913453102,53.4454586267,"Poland",NA,"2014-07-23","10:17:00"
"1269",1269,1269,"87405051@OBS","Argynnis paphia","Animalia","Silver-washed Fritillary",1,22.59973526,53.44300481,"Poland",NA,"2014-07-23","09:58:00"
"1270",1270,1270,"87405012@OBS","Melitaea athalia","Animalia","Heath Fritillary",1,22.6,53.4,"Poland",NA,"2014-07-23","09:50:00"
"1271",1271,1271,"87404963@OBS","Argynnis paphia","Animalia","Silver-washed Fritillary",1,22.6031255722,53.4460209397,"Poland",NA,"2014-07-23","09:49:00"
"1272",1272,1272,"87404536@OBS","Anthericum ramosum","Plantae","Branched St Bernard's-lily",15,22.6121377945,53.4502124933,"Poland",NA,"2014-07-23","09:32:00"
"1273",1273,1273,"87404460@OBS","Dianthus hyssopifolius","Plantae",NA,1,22.6166009903,53.4504680624,"Poland",NA,"2014-07-23","09:22:00"
"1274",1274,1274,"87404422@OBS","Melitaea athalia","Animalia","Heath Fritillary",1,22.6,53.4,"Poland",NA,"2014-07-23","09:18:00"
"1275",1275,1275,"87404391@OBS","Melitaea athalia","Animalia","Heath Fritillary",1,22.6,53.4,"Poland",NA,"2014-07-23","09:12:00"
"1276",1276,1276,"87403778@OBS","Decticus verrucivorus","Animalia","Wart-Biter",1,22.95,53.6,"Poland",NA,"2014-07-22","20:02:00"
