"","...1","id","scientificName","kingdom","vernacularName","individualCount","longitudeDecimal","latitudeDecimal","country","stateProvince","eventDate","eventTime"
"4770",4770,"86074074@OBS","Tringa glareola","Animalia","Wood Sandpiper",4,22.91016068,53.5590097,"Poland",NA,2014-07-05,16:26:00
"4771",4771,"86074073@OBS","Gallinago gallinago","Animalia","Common Snipe",3,22.91014981,53.55900995,"Poland",NA,2014-07-05,16:26:00
"4772",4772,"86074072@OBS","Gallinago gallinago","Animalia","Common Snipe",4,22.91015065,53.5590077,"Poland",NA,2014-07-05,16:27:00
"4773",4773,"86074070@OBS","Bombina bombina","Animalia","Fire-bellied toad",10,22.91015082,53.55900748,"Poland",NA,2014-07-05,16:29:00
"4774",4774,"86074069@OBS","Gallinago gallinago","Animalia","Common Snipe",25,22.91039268,53.55924285,"Poland",NA,2014-07-05,16:35:00
"4775",4775,"86074067@OBS","Motacilla flava","Animalia","Western Yellow Wagtail",2,22.91055099,53.55937099,"Poland",NA,2014-07-05,16:36:00
"4776",4776,"86074066@OBS","Tringa glareola","Animalia","Wood Sandpiper",20,22.91055098,53.55937096,"Poland",NA,2014-07-05,16:37:00
"4777",4777,"86074065@OBS","Aglais urticae","Animalia","Small Tortoiseshell",1,22.91055099,53.55937112,"Poland",NA,2014-07-05,16:37:00
"4778",4778,"86074064@OBS","Calidris pugnax","Animalia","Ruff",3,22.91055095,53.55937114,"Poland",NA,2014-07-05,16:37:00
"4779",4779,"86074062@OBS","Emberiza schoeniclus","Animalia","Common Reed Bunting",1,22.91052838,53.55936009,"Poland",NA,2014-07-05,16:38:00
"4780",4780,"86074061@OBS","Vanellus vanellus","Animalia","Northern Lapwing",30,22.91052385,53.55936804,"Poland",NA,2014-07-05,16:39:00
"4781",4781,"86074060@OBS","Motacilla flava","Animalia","Western Yellow Wagtail",3,22.91734943,53.56415562,"Poland",NA,2014-07-05,16:45:00
"4782",4782,"86074059@OBS","Emberiza schoeniclus","Animalia","Common Reed Bunting",1,22.91734941,53.56415551,"Poland",NA,2014-07-05,16:46:00
"4783",4783,"86074058@OBS","Calidris pugnax","Animalia","Ruff",2,22.91734889,53.56415544,"Poland",NA,2014-07-05,16:46:00
"4784",4784,"86074057@OBS","Vanellus vanellus","Animalia","Northern Lapwing",10,22.91734911,53.56415542,"Poland",NA,2014-07-05,16:46:00
"4785",4785,"86074055@OBS","Emberiza schoeniclus","Animalia","Common Reed Bunting",1,22.91968321,53.5657345,"Poland",NA,2014-07-05,16:49:00
"4786",4786,"86074054@OBS","Calidris pugnax","Animalia","Ruff",3,22.91988107,53.56592603,"Poland",NA,2014-07-05,16:49:00
"4787",4787,"86074053@OBS","Vanellus vanellus","Animalia","Northern Lapwing",15,22.92012514,53.56615017,"Poland",NA,2014-07-05,16:49:00
"4788",4788,"86074052@OBS","Ciconia ciconia","Animalia","White Stork",1,22.92012006,53.56613481,"Poland",NA,2014-07-05,16:49:00
"4789",4789,"86074050@OBS","Circus aeruginosus","Animalia","Western Marsh Harrier",1,22.92012128,53.5661409,"Poland",NA,2014-07-05,16:50:00
"4790",4790,"86074049@OBS","Heteropterus morpheus","Animalia","Large Chequered Skipper",1,22.9,53.55,"Poland",NA,2014-07-05,16:52:00
"4791",4791,"86074046@OBS","Emberiza schoeniclus","Animalia","Common Reed Bunting",1,22.92225307,53.57112012,"Poland",NA,2014-07-05,16:52:00
"4792",4792,"86074043@OBS","Emberiza schoeniclus","Animalia","Common Reed Bunting",2,22.92583138,53.57391837,"Poland",NA,2014-07-05,16:54:00
"4793",4793,"86074041@OBS","Emberiza schoeniclus","Animalia","Common Reed Bunting",3,22.92742525,53.57483949,"Poland",NA,2014-07-05,16:55:00
"4794",4794,"86074040@OBS","Saxicola rubetra","Animalia","Whinchat",2,22.92943615,53.57670901,"Poland",NA,2014-07-05,16:56:00
"4795",4795,"86074039@OBS","Cygnus olor","Animalia","Mute Swan",2,22.9295736,53.58266979,"Poland",NA,2014-07-05,16:57:00
"4796",4796,"86074037@OBS","Acrocephalus schoenobaenus","Animalia","Sedge Warbler",1,22.93057244,53.5871765,"Poland",NA,2014-07-05,17:00:00
"4797",4797,"86074036@OBS","Ciconia ciconia","Animalia","White Stork",1,22.93067695,53.58807251,"Poland",NA,2014-07-05,17:00:00
"4798",4798,"86074035@OBS","Acrocephalus schoenobaenus","Animalia","Sedge Warbler",1,22.92919164,53.59308402,"Poland",NA,2014-07-05,17:09:00
"4799",4799,"86074033@OBS","Bombina bombina","Animalia","Fire-bellied toad",20,22.9291926,53.59308396,"Poland",NA,2014-07-05,17:10:00
"4800",4800,"86074031@OBS","Motacilla flava","Animalia","Western Yellow Wagtail",5,22.92919291,53.5930846,"Poland",NA,2014-07-05,17:11:00
"4801",4801,"86074027@OBS","Acrocephalus schoenobaenus","Animalia","Sedge Warbler",2,22.90996437,53.55891995,"Poland",NA,2014-07-05,17:22:00
"4802",4802,"86074022@OBS","Muscicapa striata","Animalia","Spotted Flycatcher",1,22.90883223,53.54444936,"Poland",NA,2014-07-05,17:27:00
"4803",4803,"86074018@OBS","Ciconia ciconia","Animalia","White Stork",2,22.83597773,53.51056384,"Poland",NA,2014-07-05,17:34:00
"4804",4804,"86074010@OBS","Carduelis carduelis","Animalia","European Goldfinch",1,22.72864749,53.48899654,"Poland",NA,2014-07-05,20:11:00
"4805",4805,"86074009@OBS","Chloris chloris","Animalia","European Greenfinch",1,22.72549672,53.48786271,"Poland",NA,2014-07-05,20:11:00
"4806",4806,"86063085@OBS","Satyrium spini","Animalia","Blue-spot Hairstreak",2,22.55,53.35,"Poland",NA,2014-07-05,10:10:00
"4807",4807,"86063084@OBS","Gonepteryx rhamni","Animalia","Brimstone",1,22.58977974,53.37149081,"Poland",NA,2014-07-05,10:10:00
"4808",4808,"86063081@OBS","Melanargia galathea","Animalia","Marbled White",2,22.58957594,53.37146102,"Poland",NA,2014-07-05,10:13:00
"4809",4809,"86063079@OBS","Lycaena phlaeas","Animalia","Small Copper",1,22.58951452,53.37146007,"Poland",NA,2014-07-05,10:15:00
"4810",4810,"86063078@OBS","Melitaea athalia","Animalia","Heath Fritillary",2,22.55,53.35,"Poland",NA,2014-07-05,10:15:00
"4811",4811,"86063076@OBS","Lycaena alciphron","Animalia","Purple-shot Copper",1,22.58954269,53.37139944,"Poland",NA,2014-07-05,10:16:00
"4812",4812,"86063072@OBS","Argynnis paphia","Animalia","Silver-washed Fritillary",2,22.58635161,53.37313012,"Poland",NA,2014-07-05,10:27:00
"4813",4813,"86063071@OBS","Apatura iris","Animalia","Purple Emperor",1,22.55,53.35,"Poland",NA,2014-07-05,10:27:00
"4814",4814,"86063070@OBS","Melitaea athalia","Animalia","Heath Fritillary",5,22.55,53.35,"Poland",NA,2014-07-05,10:28:00
"4815",4815,"86063069@OBS","Pieris napi","Animalia","Green-veined White",3,22.58020348,53.37311154,"Poland",NA,2014-07-05,10:28:00
"4816",4816,"86063068@OBS","Gonepteryx rhamni","Animalia","Brimstone",1,22.57899174,53.37307045,"Poland",NA,2014-07-05,10:29:00
"4817",4817,"86063066@OBS","Gonepteryx rhamni","Animalia","Brimstone",2,22.57525466,53.37332876,"Poland",NA,2014-07-05,10:30:00
"4818",4818,"86063065@OBS","Melanargia galathea","Animalia","Marbled White",1,22.57485371,53.37330773,"Poland",NA,2014-07-05,10:30:00
"4819",4819,"86063064@OBS","Melanargia galathea","Animalia","Marbled White",10,22.57470282,53.37330094,"Poland",NA,2014-07-05,10:32:00
"4820",4820,"86063063@OBS","Dendrocoptes medius","Animalia","Middle Spotted Woodpecker",1,22.57470179,53.37329938,"Poland",NA,2014-07-05,10:32:00
"4821",4821,"86063062@OBS","Argynnis paphia","Animalia","Silver-washed Fritillary",5,22.57435976,53.37316086,"Poland",NA,2014-07-05,10:36:00
"4822",4822,"86063061@OBS","Lycaena alciphron","Animalia","Purple-shot Copper",2,22.57426159,53.37324259,"Poland",NA,2014-07-05,10:37:00
"4823",4823,"86063060@OBS","Lycaena virgaureae","Animalia","Scarce Copper",4,22.55,53.35,"Poland",NA,2014-07-05,10:37:00
"4824",4824,"86063058@OBS","Coenonympha glycerion","Animalia","Chestnut Heath",2,22.55,53.35,"Poland",NA,2014-07-05,10:38:00
"4825",4825,"86063057@OBS","Gonepteryx rhamni","Animalia","Brimstone",1,22.57401062,53.3733425,"Poland",NA,2014-07-05,10:38:00
"4826",4826,"86063055@OBS","Melitaea athalia","Animalia","Heath Fritillary",50,22.55,53.35,"Poland",NA,2014-07-05,10:39:00
"4827",4827,"86063054@OBS","Aphantopus hyperantus","Animalia","Ringlet",20,22.57401149,53.37334258,"Poland",NA,2014-07-05,10:39:00
"4828",4828,"86063052@OBS","Thymelicus lineola","Animalia","Essex Skipper",15,22.57401118,53.37334234,"Poland",NA,2014-07-05,10:40:00
"4829",4829,"86063051@OBS","Lycaena virgaureae","Animalia","Scarce Copper",5,22.55,53.35,"Poland",NA,2014-07-05,10:40:00
"4830",4830,"86063045@OBS","Argynnis paphia","Animalia","Silver-washed Fritillary",6,22.57336198,53.37395995,"Poland",NA,2014-07-05,10:51:00
"4831",4831,"86063044@OBS","Gonepteryx rhamni","Animalia","Brimstone",1,22.57336231,53.37395975,"Poland",NA,2014-07-05,10:51:00
"4832",4832,"86063043@OBS","Lycaena virgaureae","Animalia","Scarce Copper",10,22.55,53.35,"Poland",NA,2014-07-05,10:51:00
"4833",4833,"86063042@OBS","Melanargia galathea","Animalia","Marbled White",7,22.573363,53.37395995,"Poland",NA,2014-07-05,10:51:00
"4834",4834,"86063041@OBS","Lycaena alciphron","Animalia","Purple-shot Copper",3,22.57337835,53.37396388,"Poland",NA,2014-07-05,10:51:00
"4835",4835,"86063040@OBS","Melitaea athalia","Animalia","Heath Fritillary",40,22.55,53.35,"Poland",NA,2014-07-05,10:52:00
"4836",4836,"86063039@OBS","Pieris napi","Animalia","Green-veined White",4,22.5734268,53.37396371,"Poland",NA,2014-07-05,10:52:00
"4837",4837,"86063038@OBS","Aphantopus hyperantus","Animalia","Ringlet",6,22.57337963,53.37395547,"Poland",NA,2014-07-05,10:53:00
"4838",4838,"86063036@OBS","Argynnis paphia","Animalia","Silver-washed Fritillary",7,22.57237551,53.37417991,"Poland",NA,2014-07-05,10:55:00
"4839",4839,"86063035@OBS","Melanargia galathea","Animalia","Marbled White",5,22.57228274,53.37419055,"Poland",NA,2014-07-05,10:55:00
"4840",4840,"86063034@OBS","Melitaea athalia","Animalia","Heath Fritillary",40,22.55,53.35,"Poland",NA,2014-07-05,10:55:00
"4841",4841,"86063033@OBS","Aphantopus hyperantus","Animalia","Ringlet",20,22.57207737,53.37427246,"Poland",NA,2014-07-05,10:55:00
"4842",4842,"86063032@OBS","Thymelicus lineola","Animalia","Essex Skipper",3,22.57192783,53.37427637,"Poland",NA,2014-07-05,10:56:00
"4843",4843,"86063029@OBS","Calopteryx splendens","Animalia","Banded Demoiselle",1,22.57131545,53.37435942,"Poland",NA,2014-07-05,10:57:00
"4844",4844,"86063028@OBS","Calopteryx splendens","Animalia","Banded Demoiselle",3,22.5698844,53.37408792,"Poland",NA,2014-07-05,10:59:00
"4845",4845,"86063024@OBS","Araschnia levana","Animalia","Map Butterfly",8,22.56855861,53.37375078,"Poland",NA,2014-07-05,11:02:00
"4846",4846,"86063023@OBS","Pieris napi","Animalia","Green-veined White",9,22.56855099,53.37374893,"Poland",NA,2014-07-05,11:03:00
"4847",4847,"86063022@OBS","Melitaea athalia","Animalia","Heath Fritillary",50,22.55,53.35,"Poland",NA,2014-07-05,11:03:00
"4848",4848,"86063020@OBS","Aphantopus hyperantus","Animalia","Ringlet",10,22.56856294,53.37374829,"Poland",NA,2014-07-05,11:04:00
"4849",4849,"86063018@OBS","Argynnis paphia","Animalia","Silver-washed Fritillary",15,22.56795954,53.37360976,"Poland",NA,2014-07-05,11:08:00
"4850",4850,"86063016@OBS","Pieris napi","Animalia","Green-veined White",30,22.56794533,53.3736051,"Poland",NA,2014-07-05,11:08:00
"4851",4851,"86063015@OBS","Lycaena alciphron","Animalia","Purple-shot Copper",1,22.5679066,53.37361711,"Poland",NA,2014-07-05,11:10:00
"4852",4852,"86063014@OBS","Brenthis ino","Animalia","Lesser Marbled Fritillary",3,22.55,53.35,"Poland",NA,2014-07-05,11:10:00
"4853",4853,"86063013@OBS","Gonepteryx rhamni","Animalia","Brimstone",2,22.56793712,53.37363549,"Poland",NA,2014-07-05,11:10:00
"4854",4854,"86063012@OBS","Melitaea athalia","Animalia","Heath Fritillary",50,22.55,53.35,"Poland",NA,2014-07-05,11:10:00
"4855",4855,"86063011@OBS","Aphantopus hyperantus","Animalia","Ringlet",20,22.567907,53.37365227,"Poland",NA,2014-07-05,11:10:00
"4856",4856,"86063010@OBS","Thymelicus lineola","Animalia","Essex Skipper",3,22.56790685,53.37365171,"Poland",NA,2014-07-05,11:11:00
"4857",4857,"86063009@OBS","Aphantopus hyperantus","Animalia","Ringlet",16,22.5672698,53.37329837,"Poland",NA,2014-07-05,11:15:00
"4858",4858,"86063007@OBS","Celastrina argiolus","Animalia","Holly Blue",2,22.56530948,53.37263778,"Poland",NA,2014-07-05,11:19:00
"4859",4859,"86063006@OBS","Araschnia levana","Animalia","Map Butterfly",1,22.56531024,53.37263651,"Poland",NA,2014-07-05,11:19:00
"4860",4860,"86063005@OBS","Coenonympha tullia","Animalia","Large Heath",1,22.55,53.35,"Poland",NA,2014-07-05,11:20:00
"4861",4861,"86063003@OBS","Gonepteryx rhamni","Animalia","Brimstone",1,22.56411352,53.37225403,"Poland",NA,2014-07-05,11:24:00
"4862",4862,"86063002@OBS","Sylvia communis","Animalia","Common Whitethroat",2,22.56356094,53.3720991,"Poland",NA,2014-07-05,11:26:00
"4863",4863,"86063001@OBS","Saxicola rubetra","Animalia","Whinchat",4,22.56356108,53.37209902,"Poland",NA,2014-07-05,11:27:00
"4864",4864,"86063000@OBS","Heteropterus morpheus","Animalia","Large Chequered Skipper",1,22.55,53.35,"Poland",NA,2014-07-05,11:28:00
"4865",4865,"86062999@OBS","Thymelicus lineola","Animalia","Essex Skipper",1,22.56315917,53.37197402,"Poland",NA,2014-07-05,11:28:00
"4866",4866,"86062997@OBS","Gonepteryx rhamni","Animalia","Brimstone",6,22.56276408,53.37184293,"Poland",NA,2014-07-05,11:31:00
"4867",4867,"86062996@OBS","Araschnia levana","Animalia","Map Butterfly",1,22.56216853,53.37164962,"Poland",NA,2014-07-05,11:33:00
"4868",4868,"86062995@OBS","Aphantopus hyperantus","Animalia","Ringlet",4,22.56215425,53.37163607,"Poland",NA,2014-07-05,11:33:00
"4869",4869,"86062994@OBS","Pieris napi","Animalia","Green-veined White",8,22.5618711,53.37152801,"Poland",NA,2014-07-05,11:34:00
"4870",4870,"86062992@OBS","Coenonympha tullia","Animalia","Large Heath",2,22.55,53.35,"Poland",NA,2014-07-05,11:37:00
"4871",4871,"86062991@OBS","Celastrina argiolus","Animalia","Holly Blue",1,22.56146298,53.37140631,"Poland",NA,2014-07-05,11:37:00
"4872",4872,"86062990@OBS","Coenonympha tullia","Animalia","Large Heath",1,22.55,53.35,"Poland",NA,2014-07-05,11:38:00
"4873",4873,"86062989@OBS","Pieris napi","Animalia","Green-veined White",5,22.56097824,53.37123905,"Poland",NA,2014-07-05,11:39:00
"4874",4874,"86062988@OBS","Argynnis laodice","Animalia","Pallas's Fritillary",1,22.56071561,53.37117479,"Poland",NA,2014-07-05,11:40:00
"4875",4875,"86062987@OBS","Brenthis ino","Animalia","Lesser Marbled Fritillary",3,22.55,53.35,"Poland",NA,2014-07-05,11:41:00
"4876",4876,"86062986@OBS","Melitaea athalia","Animalia","Heath Fritillary",5,22.55,53.35,"Poland",NA,2014-07-05,11:41:00
"4877",4877,"86062985@OBS","Pieris napi","Animalia","Green-veined White",6,22.55985862,53.37089519,"Poland",NA,2014-07-05,11:42:00
"4878",4878,"86062984@OBS","Comarum palustre","Plantae","Marsh Cinquefoil",50,22.55985892,53.37089505,"Poland",NA,2014-07-05,11:42:00
"4879",4879,"86062983@OBS","Gonepteryx rhamni","Animalia","Brimstone",1,22.55985742,53.37089352,"Poland",NA,2014-07-05,11:43:00
"4880",4880,"86062982@OBS","Pieris napi","Animalia","Green-veined White",9,22.55941456,53.37075405,"Poland",NA,2014-07-05,11:43:00
"4881",4881,"86062981@OBS","Coenonympha tullia","Animalia","Large Heath",1,22.55,53.35,"Poland",NA,2014-07-05,11:43:00
"4882",4882,"86062980@OBS","Pernis apivorus","Animalia","European Honey Buzzard",2,22.55905204,53.3706357,"Poland",NA,2014-07-05,11:51:00
"4883",4883,"86062974@OBS","Heteropterus morpheus","Animalia","Large Chequered Skipper",1,22.55,53.35,"Poland",NA,2014-07-05,12:13:00
"4884",4884,"86062973@OBS","Coenonympha tullia","Animalia","Large Heath",1,22.55,53.35,"Poland",NA,2014-07-05,12:15:00
"4885",4885,"86062971@OBS","Coenonympha tullia","Animalia","Large Heath",1,22.55,53.35,"Poland",NA,2014-07-05,12:19:00
"4886",4886,"86062970@OBS","Coenonympha tullia","Animalia","Large Heath",1,22.55,53.35,"Poland",NA,2014-07-05,12:24:00
"4887",4887,"86062969@OBS","Lanius collurio","Animalia","Red-backed Shrike",1,22.56272554,53.37180482,"Poland",NA,2014-07-05,12:26:00
"4888",4888,"86062968@OBS","Heteropterus morpheus","Animalia","Large Chequered Skipper",1,22.55,53.35,"Poland",NA,2014-07-05,12:26:00
"4889",4889,"86062965@OBS","Calopteryx splendens","Animalia","Banded Demoiselle",1,22.56550101,53.37270202,"Poland",NA,2014-07-05,12:34:00
"4890",4890,"86062964@OBS","Araschnia levana","Animalia","Map Butterfly",2,22.56550753,53.37270756,"Poland",NA,2014-07-05,12:34:00
"4891",4891,"86062963@OBS","Gonepteryx rhamni","Animalia","Brimstone",1,22.56550835,53.37270878,"Poland",NA,2014-07-05,12:34:00
"4892",4892,"86062962@OBS","Calopteryx splendens","Animalia","Banded Demoiselle",2,22.56720108,53.37339846,"Poland",NA,2014-07-05,12:36:00
"4893",4893,"86062961@OBS","Natrix natrix","Animalia","European Grass Snake",1,22.55,53.35,"Poland",NA,2014-07-05,12:43:00
"4894",4894,"86062960@OBS","Natrix natrix","Animalia","European Grass Snake",1,22.55,53.35,"Poland",NA,2014-07-05,12:48:00
"4895",4895,"86062959@OBS","Heteropterus morpheus","Animalia","Large Chequered Skipper",1,22.55,53.35,"Poland",NA,2014-07-05,12:49:00
"4896",4896,"86062958@OBS","Apatura iris","Animalia","Purple Emperor",2,22.55,53.35,"Poland",NA,2014-07-05,12:51:00
"4897",4897,"86062957@OBS","Apatura iris","Animalia","Purple Emperor",2,22.55,53.35,"Poland",NA,2014-07-05,12:52:00
"4898",4898,"86051178@OBS","Buteo buteo","Animalia","Common Buzzard",1,22.5903061,53.3712984,"Poland",NA,2014-07-04,09:55:00
"4899",4899,"86051169@OBS","Melitaea athalia","Animalia","Heath Fritillary",50,22.55,53.35,"Poland",NA,2014-07-04,10:13:00
"4900",4900,"86051168@OBS","Lycaena alciphron","Animalia","Purple-shot Copper",1,22.58287698,53.3926471,"Poland",NA,2014-07-04,10:14:00
"4901",4901,"86051167@OBS","Sciurus vulgaris","Animalia","Eurasian Red Squirrel",1,22.58323912,53.40337614,"Poland",NA,2014-07-04,10:18:00
"4902",4902,"86051163@OBS","Nymphalis xanthomelas","Animalia","Yellow-legged Tortoiseshell",1,22.58500663,53.411016,"Poland",NA,2014-07-04,10:21:00
"4903",4903,"86051161@OBS","Melanargia galathea","Animalia","Marbled White",1,22.58604691,53.41373118,"Poland",NA,2014-07-04,10:22:00
"4904",4904,"86051159@OBS","Calopteryx splendens","Animalia","Banded Demoiselle",1,22.59173747,53.43044167,"Poland",NA,2014-07-04,10:27:00
"4905",4905,"86051158@OBS","Gonepteryx rhamni","Animalia","Brimstone",1,22.59790999,53.4347059,"Poland",NA,2014-07-04,10:29:00
"4906",4906,"86051157@OBS","Pieris brassicae","Animalia","Large White",1,22.59790018,53.43469517,"Poland",NA,2014-07-04,10:30:00
"4907",4907,"86051154@OBS","Gonepteryx rhamni","Animalia","Brimstone",1,22.61227012,53.44231987,"Poland",NA,2014-07-04,10:33:00
"4908",4908,"86051153@OBS","Maniola jurtina","Animalia","Meadow Brown",2,22.61256113,53.44245656,"Poland",NA,2014-07-04,10:34:00
"4909",4909,"86051151@OBS","Melitaea athalia","Animalia","Heath Fritillary",1,22.6,53.4,"Poland",NA,2014-07-04,10:35:00
"4910",4910,"86051150@OBS","Pieris napi","Animalia","Green-veined White",1,22.6130671,53.44278884,"Poland",NA,2014-07-04,10:35:00
"4911",4911,"86051149@OBS","Argynnis paphia","Animalia","Silver-washed Fritillary",1,22.61526698,53.44481593,"Poland",NA,2014-07-04,10:35:00
"4912",4912,"86051144@OBS","Ciconia ciconia","Animalia","White Stork",4,22.66071405,53.46386108,"Poland",NA,2014-07-04,10:44:00
"4913",4913,"86051142@OBS","Aphantopus hyperantus","Animalia","Ringlet",1,22.66077205,53.46391788,"Poland",NA,2014-07-04,10:45:00
"4914",4914,"86051140@OBS","Motacilla alba","Animalia","White Wagtail",1,22.66703961,53.46625644,"Poland",NA,2014-07-04,10:46:00
"4915",4915,"86051139@OBS","Melanargia galathea","Animalia","Marbled White",5,22.66718464,53.46628386,"Poland",NA,2014-07-04,10:46:00
"4916",4916,"86051135@OBS","Lycaena virgaureae","Animalia","Scarce Copper",3,22.65,53.45,"Poland",NA,2014-07-04,10:48:00
"4917",4917,"86051131@OBS","Lycaena virgaureae","Animalia","Scarce Copper",1,22.65,53.45,"Poland",NA,2014-07-04,10:51:00
"4918",4918,"86051130@OBS","Lycaena virgaureae","Animalia","Scarce Copper",1,22.65,53.45,"Poland",NA,2014-07-04,10:51:00
"4919",4919,"86051126@OBS","Dendrocopos major","Animalia","Great Spotted Woodpecker",1,22.69693434,53.48026383,"Poland",NA,2014-07-04,11:02:00
"4920",4920,"86051121@OBS","Araschnia levana","Animalia","Map Butterfly",1,22.69690026,53.48021936,"Poland",NA,2014-07-04,11:03:00
"4921",4921,"86051119@OBS","Aphantopus hyperantus","Animalia","Ringlet",4,22.69680505,53.48016122,"Poland",NA,2014-07-04,11:04:00
"4922",4922,"86051118@OBS","Lycaena virgaureae","Animalia","Scarce Copper",3,22.65,53.45,"Poland",NA,2014-07-04,11:04:00
"4923",4923,"86051117@OBS","Melanargia galathea","Animalia","Marbled White",5,22.69665307,53.48014621,"Poland",NA,2014-07-04,11:04:00
"4924",4924,"86051116@OBS","Maniola jurtina","Animalia","Meadow Brown",7,22.69662387,53.48011649,"Poland",NA,2014-07-04,11:05:00
"4925",4925,"86051115@OBS","Melitaea athalia","Animalia","Heath Fritillary",6,22.65,53.45,"Poland",NA,2014-07-04,11:06:00
"4926",4926,"86051114@OBS","Pieris napi","Animalia","Green-veined White",4,22.69653725,53.48011669,"Poland",NA,2014-07-04,11:06:00
"4927",4927,"86051113@OBS","Epipactis helleborine","Plantae","Broad-leaved Helleborine",3,22.69,53.48,"Poland",NA,2014-07-04,11:08:00
"4928",4928,"86051112@OBS","Corvus corax","Animalia","Northern Raven",2,22.70001712,53.48099384,"Poland",NA,2014-07-04,11:13:00
"4929",4929,"86051110@OBS","Lanius collurio","Animalia","Red-backed Shrike",1,22.71096888,53.48354987,"Poland",NA,2014-07-04,11:15:00
"4930",4930,"86051109@OBS","Saxicola rubetra","Animalia","Whinchat",1,22.71141552,53.48365988,"Poland",NA,2014-07-04,11:15:00
"4931",4931,"86051108@OBS","Ciconia ciconia","Animalia","White Stork",1,22.71323071,53.48407849,"Poland",NA,2014-07-04,11:15:00
"4932",4932,"86051104@OBS","Sturnus vulgaris","Animalia","Common Starling",3,22.71995636,53.48572095,"Poland",NA,2014-07-04,11:17:00
"4933",4933,"86051103@OBS","Lanius collurio","Animalia","Red-backed Shrike",1,22.72089708,53.48620274,"Poland",NA,2014-07-04,11:18:00
"4934",4934,"86051095@OBS","Ciconia ciconia","Animalia","White Stork",1,22.73773652,53.49035011,"Poland",NA,2014-07-04,11:27:00
"4935",4935,"86051094@OBS","Heteropterus morpheus","Animalia","Large Chequered Skipper",1,22.7,53.45,"Poland",NA,2014-07-04,11:27:00
"4936",4936,"86051091@OBS","Celastrina argiolus","Animalia","Holly Blue",1,22.73970539,53.49120875,"Poland",NA,2014-07-04,11:36:00
"4937",4937,"86051090@OBS","Aphantopus hyperantus","Animalia","Ringlet",4,22.73971799,53.49120984,"Poland",NA,2014-07-04,11:36:00
"4938",4938,"86051088@OBS","Melitaea athalia","Animalia","Heath Fritillary",3,22.7,53.45,"Poland",NA,2014-07-04,11:37:00
"4939",4939,"86051087@OBS","Maniola jurtina","Animalia","Meadow Brown",1,22.7393728,53.4913161,"Poland",NA,2014-07-04,11:38:00
"4940",4940,"86051085@OBS","Celastrina argiolus","Animalia","Holly Blue",1,22.73999361,53.49161951,"Poland",NA,2014-07-04,11:43:00
"4941",4941,"86051083@OBS","Celastrina argiolus","Animalia","Holly Blue",1,22.73931798,53.49139617,"Poland",NA,2014-07-04,11:44:00
"4942",4942,"86051080@OBS","Melanargia galathea","Animalia","Marbled White",1,22.73811492,53.49155717,"Poland",NA,2014-07-04,11:47:00
"4943",4943,"86051075@OBS","Aphantopus hyperantus","Animalia","Ringlet",3,22.73744752,53.49163809,"Poland",NA,2014-07-04,11:55:00
"4944",4944,"86051072@OBS","Aphantopus hyperantus","Animalia","Ringlet",5,22.73808329,53.49098529,"Poland",NA,2014-07-04,12:00:00
"4945",4945,"86051071@OBS","Pieris brassicae","Animalia","Large White",1,22.73806082,53.49099002,"Poland",NA,2014-07-04,12:01:00
"4946",4946,"86051067@OBS","Melitaea athalia","Animalia","Heath Fritillary",5,22.7,53.45,"Poland",NA,2014-07-04,12:04:00
"4947",4947,"86051066@OBS","Thymelicus lineola","Animalia","Essex Skipper",4,22.73809395,53.49097501,"Poland",NA,2014-07-04,12:05:00
"4948",4948,"86051065@OBS","Polygonia c-album","Animalia","Comma Butterfly",1,22.73771522,53.49074039,"Poland",NA,2014-07-04,12:07:00
"4949",4949,"86051061@OBS","Helix pomatia","Animalia","Escargot",20,22.73771893,53.49053767,"Poland",NA,2014-07-04,12:16:00
"4950",4950,"86051057@OBS","Ciconia ciconia","Animalia","White Stork",1,22.74795395,53.48829793,"Poland",NA,2014-07-04,12:32:00
"4951",4951,"86051055@OBS","Emberiza citrinella","Animalia","Yellowhammer",1,22.75017476,53.49200473,"Poland",NA,2014-07-04,12:35:00
"4952",4952,"86051053@OBS","Ciconia ciconia","Animalia","White Stork",1,22.74005218,53.48907981,"Poland",NA,2014-07-04,12:37:00
"4953",4953,"86051049@OBS","Ciconia ciconia","Animalia","White Stork",1,22.73350443,53.49118424,"Poland",NA,2014-07-04,13:04:00
"4954",4954,"86051046@OBS","Melanargia galathea","Animalia","Marbled White",2,22.73350475,53.49121078,"Poland",NA,2014-07-04,13:05:00
"4955",4955,"86051045@OBS","Sturnus vulgaris","Animalia","Common Starling",10,22.73350497,53.49121026,"Poland",NA,2014-07-04,13:05:00
"4956",4956,"86051043@OBS","Ciconia ciconia","Animalia","White Stork",1,22.72776713,53.50128174,"Poland",NA,2014-07-04,13:29:00
"4957",4957,"86051042@OBS","Emberiza citrinella","Animalia","Yellowhammer",1,22.72753436,53.50603067,"Poland",NA,2014-07-04,13:33:00
"4958",4958,"86051039@OBS","Emberiza citrinella","Animalia","Yellowhammer",1,22.72511797,53.50869131,"Poland",NA,2014-07-04,13:35:00
"4959",4959,"86051038@OBS","Ciconia ciconia","Animalia","White Stork",1,22.72226379,53.51146163,"Poland",NA,2014-07-04,13:36:00
"4960",4960,"86051036@OBS","Ciconia ciconia","Animalia","White Stork",1,22.72227457,53.51517311,"Poland",NA,2014-07-04,13:39:00
